PUT	/api/v1/network-resources/:id	更新网络资源
DELETE	/api/v1/network-resources/:id	删除网络资源
GET	/api/v1/network-resources/:id/references	查询网络资源引用清单
GET	/api/v1/network-resources/:id/resolve	解析资源 ID → 302 重定向
GET	/api/v1/ai/default-agent	获取默认 AI 代理配置
GET	/api/v1/changelogs/latest	Get latest version
GET	/api/v1/changelogs/public	List public changelogs
GET	/api/v1/changelogs	List changelogs
POST	/api/v1/changelogs	Create changelog
PUT	/api/v1/changelogs/:id	Update changelog
DELETE	/api/v1/changelogs/:id	Delete changelog
GET	/api/v1/news/topic-types	List topic types
GET	/api/v1/news	List news
GET	/api/v1/news/:id	Get news
GET	/api/v1/admin/news	List admin news
POST	/api/v1/admin/news	Create news
POST	/api/v1/admin/news/batch-delete	Batch delete news
GET	/api/v1/admin/news/:id	Get admin news
PUT	/api/v1/admin/news/:id	Update news
DELETE	/api/v1/admin/news/:id	Delete news
GET	/api/v1/admin/ai/providers	List providers
POST	/api/v1/admin/ai/providers	Create provider
PUT	/api/v1/admin/ai/providers/:id	Update provider
DELETE	/api/v1/admin/ai/providers/:id	Delete provider
POST	/api/v1/admin/ai/providers/:id/test	Test provider
GET	/api/v1/admin/ai/skills	List skills
POST	/api/v1/admin/ai/skills	Create skill
PUT	/api/v1/admin/ai/skills/:id	Update skill
DELETE	/api/v1/admin/ai/skills/:id	Delete skill
GET	/api/v1/admin/ai/tasks	List tasks
POST	/api/v1/admin/ai/tasks	Create task
PUT	/api/v1/admin/ai/tasks/:id	Update task
DELETE	/api/v1/admin/ai/tasks/:id	Delete task
POST	/api/v1/admin/ai/tasks/:id/run	Run task
GET	/api/v1/admin/ai/tasks/:id/trace	Get task trace
GET	/api/v1/admin/ai/tasks/:id/logs	List task logs
GET	/api/v1/admin/ai/tasks/:id/logs/:log_id	Get task log
DELETE	/api/v1/admin/ai/tasks/:id/logs/:log_id	Delete task log
GET	/api/v1/admin/ai/agent-configs	List agent configs
POST	/api/v1/admin/ai/agent-configs	Create agent config
PUT	/api/v1/admin/ai/agent-configs/:id	Update agent config
DELETE	/api/v1/admin/ai/agent-configs/:id	Delete agent config
GET	/api/v1/admin/ai/models	List models
POST	/api/v1/admin/ai/models	Create model
PUT	/api/v1/admin/ai/models/:id	Update model
DELETE	/api/v1/admin/ai/models/:id	Delete model
GET	/api/v1/admin/ai/sessions	List sessions
POST	/api/v1/admin/ai/sessions	Create session
GET	/api/v1/admin/ai/sessions/:id	Get session
DELETE	/api/v1/admin/ai/sessions/:id	Delete session
POST	/api/v1/admin/ai/chat	Chat
GET	/api/v1/admin/ai/tools	List tools
POST	/api/v1/admin/ai/tools	Create tool
PUT	/api/v1/admin/ai/tools/:id	Update tool
DELETE	/api/v1/admin/ai/tools/:id	Delete tool
